I_D,YEAR,MONTH,DAY,date,HOUR,MINUTE,SECOND,FOCAL_DEPTH,intensity,COUNTRY,STATE,LOCATION_NAME,,type
9995,1963,9,18,9/18/1963,,,,19,6.1,TURKEY,,TURKEY:  YALOVA:  CINARCIK,,e
4303,1963,9,24,9/24/1963,16,30,16,75,7,PERU,,"PERU:  HUAYLLACAYAN,CAJACAY,MALYAS,MALVAS,HUARAZ",,e
6407,1963,10,12,10/12/1963,11,27,0.2,48,7.1,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,,e
4304,1963,10,13,10/13/1963,5,17,53.4,13,8.5,RUSSIA,,RUSSIA:  KURIL ISLANDS,,e
4305,1963,10,20,10/20/1963,0,53,10.9,28,7.9,RUSSIA,,RUSSIA:  KURIL ISLANDS,,e
4306,1963,11,4,11/4/1963,1,17,11.4,100,8.3,INDONESIA,,INDONESIA:  BANDA SEA,,e
6408,1963,12,16,12/16/1963,1,51,31,64,6.6,INDONESIA,,"INDONESIA:  JAVA:  LABUHAN, MENES, PONOROGO",,e
6327,1963,12,18,12/18/1963,0,30,    ,45,7.5,TONGA,,TONGA TRENCH,,e
4307,1964,1,8,1/8/1964,22,30,49.7,90,5.2,INDONESIA,,INDONESIA:  SULAWESI:  PINRANG,,e
4308,1964,1,18,1/18/1964,12,4,41,33,7,TAIWAN,,TAIWAN:  TAINAN,,e
8071,1964,2,13,2/13/1964,10,3,53,15,5.4,CHINA,,CHINA:   YUNNAN PROVINCE,,e
4310,1964,2,18,2/18/1964,12,19,    ,33,4.6,AZORES (PORTUGAL),,AZORES,,e
4311,1964,3,28,3/28/1964,3,36,    ,33,9.2,USA,AK,ALASKA,,e
4313,1964,4,2,4/2/1964,1,11,51,130,7,INDONESIA,,INDONESIA:  BANDA ACEH,,e
4316,1964,4,13,4/13/1964,8,30,    ,32,6,CROATIA,,BALKANS NW:  CROATIA,,e
4317,1964,5,7,5/7/1964,5,45,    ,33,6,TANZANIA,,TANZANIA,,e
6547,1964,5,7,5/7/1964,7,58,14.3,30,6.9,JAPAN,,JAPAN:  NW. HONSHU ISLAND,,e
9813,1964,5,7,5/7/1964,20,13,,,6.6,JAPAN,,JAPAN:  NW. HONSHU ISLAND,,e
4320,1964,6,14,6/14/1964,12,16,    ,,6.1,TURKEY,,"TURKEY:  MALATYA,ADIYAMAN",,e
4322,1964,6,16,6/16/1964,4,1,44.3,40,7.5,JAPAN,,JAPAN:  HONSHU:  W COAST,,e
4324,1964,7,5,7/5/1964,,,    ,,7.5,VANUATU,,VANUATU ISLANDS:  ESPIRITU SANTO ISLANDS,,e
4326,1964,7,6,7/6/1964,7,22,    ,100,7.4,MEXICO,,MEXICO:  GUERRERO,,e
6594,1964,7,24,7/24/1964,8,12,39,15,6.8,RUSSIA,,RUSSIA:  KAMCHATKA,,e
8073,1964,9,1,9/1/1964,22,20,30,,4.7,CHINA,,CHINA:  SHANXI PROVINCE,,e
4329,1964,10,6,10/6/1964,14,31,    ,15,7,TURKEY,,"TURKEY:  MANYAS, BURSA, BALIKESIR",,e
4331,1964,11,17,11/17/1964,8,15,39.3,45,7.6,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,,e
6410,1964,12,11,12/11/1964,,,    ,40,,JAPAN,,"NW. HONSHU ISLAND, JAPAN",,e
4332,1964,12,27,12/27/1964,,,    ,,,IRAN,,IRAN:  S,,e
4333,1965,1,1,1/1/1965,21,38,29.2,10,5.5,ALGERIA,,ALGERIA:  M'SILA,,e
8074,1965,1,12,1/12/1965,17,18,9,10,5.5,CHINA,,CHINA:  SHANXI PROVINCE,,e
4334,1965,1,24,1/24/1965,0,11,12.1,6,7.6,INDONESIA,,INDONESIA:  SANANA ISLAND,,e
4337,1965,2,4,2/4/1965,5,1,21.6,36,8.7,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,,e
4340,1965,2,10,2/10/1965,16,9,    ,52,5.1,IRAN,,IRAN:  NW,,e
6411,1965,2,23,2/23/1965,22,11,46,36,7,CHILE,,CHILE:  NORTHERN,,e
4341,1965,3,9,3/9/1965,17,57,53.7,18,6.3,GREECE,,"GREECE:  ALONISOS, SKOPELOS",,e
4343,1965,3,14,3/14/1965,15,53,6.6,219,7.3,AFGHANISTAN,,AFGHANISTAN,,e
6412,1965,3,22,3/22/1965,22,56,28,58,6,CHILE,,CHILE:  CENTRAL,,e
4345,1965,3,28,3/28/1965,16,33,    ,61,7.3,CHILE,,CHILE:  CENTRAL,,e
4347,1965,3,30,3/30/1965,2,27,3.4,20,7.6,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,,e
4349,1965,3,31,3/31/1965,9,47,    ,78,7.1,GREECE,,GREECE,,e
4350,1965,4,5,4/5/1965,3,12,54.2,34,6.2,GREECE,,GREECE:  SOUTHERN,,e
9812,1965,4,19,4/19/1965,23,41,58.8,36,6,JAPAN,,"JAPAN:  AICHI, SHIZOUKA PREFECTURES",,e
4351,1965,4,29,4/29/1965,15,28,43.7,59,6.6,USA,WA,WASHINGTON:  SEATTLE,,e
4353,1965,5,3,5/3/1965,10,1,35.2,23,6,EL SALVADOR,,EL SALVADOR:  SAN MARCOS,,e
6413,1965,6,11,6/11/1965,3,34,2,,7.2,RUSSIA,,RUSSIA:  KURIL ISLANDS,,e
4354,1965,6,21,6/21/1965,0,21,    ,40,6,IRAN,,"IRAN:  HADJIABAD, SARKHUN, SARCHAHAN",,e
6414,1965,7,2,7/2/1965,20,58,38.1,40,6.5,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,,e
8076,1965,7,3,7/3/1965,11,26,12,15,6.1,CHINA,,CHINA:   YUNNAN PROVINCE,,e
6415,1965,7,6,7/6/1965,3,18,42.7,18,6.3,GREECE,,NORTH CORINTH GULF,,e
6416,1965,8,11,8/11/1965,22,31,45.9,13,7.6,VANUATU,,VANUATU ISLANDS,,e
6595,1965,8,13,8/13/1965,12,40,32,33,7.3,VANUATU,,VANUATU ISLANDS,,e
4356,1965,8,23,8/23/1965,19,46,2.9,28,7.8,MEXICO,,"MEXICO:  ME\XICO CITY, OAXACA",,e
6417,1965,10,3,10/3/1965,16,14,56,28,6.5,CHILE,,CHILE:  SOUTHERN,,e
8077,1965,11,13,11/13/1965,4,33,55,,6.6,CHINA,,CHINA:  XINJIANG PROVINCE,,e
8078,1966,1,31,1/31/1966,2,35,3,,5.1,CHINA,,CHINA:  YUNNAN PROVINCE,,e
4357,1966,2,5,2/5/1966,2,1,48.3,38,6.3,GREECE,,GREECE:  CENTRAL,,e
8079,1966,2,5,2/5/1966,15,12,27,,6.5,CHINA,,CHINA:  YUNNAN PROVINCE,,e
8080,1966,2,13,2/13/1966,10,44,36,,6.2,CHINA,,CHINA:   YUNNAN PROVINCE,,e
8081,1966,3,6,3/6/1966,0,12,19,,5.2,CHINA,,CHINA:  HEBEI PROVINCE,,e
4358,1966,3,7,3/7/1966,1,16,    ,38,6,TURKEY,,"TURKEY:  VARTO, MUS",,e
4359,1966,3,7,3/7/1966,21,29,17,8,7.4,CHINA,,CHINA:  HEBEI PROVINCE,,e
4360,1966,3,12,3/12/1966,16,31,21.8,48,8,TAIWAN,,TAIWAN,,e
8082,1966,3,19,3/19/1966,16,59,31,,5.6,CHINA,,CHINA:  HEBEI PROVINCE,,e
4362,1966,3,20,3/20/1966,1,42,49.9,36,7,UGANDA,,"UGANDA:  KICHWAMBA, BONDIBOGYO",,e
4364,1966,3,22,3/22/1966,8,19,27,15,7.6,CHINA,,CHINA:  HEBEI PROVINCE,,e
8083,1966,3,26,3/26/1966,15,19,4,,6.2,CHINA,,CHINA:  HEBEI PROVINCE,,e
8084,1966,4,20,4/20/1966,14,31,15,,5.3,CHINA,,CHINA:  HEBEI PROVINCE,,e
4366,1966,4,26,4/26/1966,,,    ,,,UZBEKISTAN,,UZBEKISTAN:  TASHKENT,,e
4367,1966,5,2,5/2/1966,23,13,    ,41,4.8,TURKEY,,TURKEY,,e
4368,1966,6,15,6/15/1966,0,59,42.7,31,7.1,SOLOMON ISLANDS,,SOLOMON ISLANDS:  GUADALCANAL,,e
4369,1966,6,27,6/27/1966,10,41,9.5,23,6.3,NEPAL,,NEPAL-INDIA,,e
4370,1966,7,3,7/3/1966,,,    ,,,TURKEY,,TURKEY:  MUS,,e
8337,1966,7,12,7/12/1966,0,4,12,64,4.6,TURKEY,,TURKEY:  BAGICI,,e
4371,1966,7,12,7/12/1966,18,53,,33,5.5,RUSSIA,,RUSSIA:  BLACK SEA,,e
4372,1966,8,15,8/15/1966,2,15,    ,53,5.6,INDIA,,INDIA:  N,,e
4376,1966,8,19,8/19/1966,12,22,    ,24,6.8,TURKEY,,TURKEY:  VARTO,,e
4377,1966,9,1,9/1/1966,14,13,48,17,5.9,GREECE,,GREECE:  SOUTHERN,,e
4378,1966,9,4,9/4/1966,22,14,    ,8,5.2,COLOMBIA,,COLOMBIA,,e
8085,1966,9,19,9/19/1966,5,3,53,,5.4,CHINA,,CHINA:  YUNNAN PROVINCE,,e
4379,1966,9,19,9/19/1966,18,40,    ,12,5,VENEZUELA,,VENEZUELA,,e
8086,1966,9,28,9/28/1966,14,0,19,,6.4,CHINA,,CHINA:   YUNNAN PROVINCE,,e
8087,1966,10,2,10/2/1966,2,24,57,,5.2,CHINA,,CHINA:  JILIN PROVINCE,,e
4381,1966,10,17,10/17/1966,21,41,56,38,8.1,PERU,,"PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS",,e
4382,1966,10,29,10/29/1966,2,39,29.4,20,5.7,GREECE,,GREECE:  CENTRAL,,e
4383,1966,12,28,12/28/1966,8,18,7.4,47,7.8,CHILE,,"CHILE:  TALTAL, CATALINA",,e
4386,1966,12,31,12/31/1966,18,23,11.1,83,7.8,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,,e
7445,1966,12,31,12/31/1966,22,15,16.6,23,7.2,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,,e
4387,1967,1,4,1/4/1967,5,58,    ,10,6,GREECE,,GREECE,,e
4388,1967,1,5,1/5/1967,0,14,    ,35,7.5,MONGOLIA,,MONGOLIA,,e
8088,1967,1,24,1/24/1967,14,45,12,,5.5,CHINA,,CHINA:  SICHUAN PROVINCE,,e
4418,1967,2,9,2/9/1967,14,4,48,33,5.6,ALBANIA,,ALBANIA:  GJIROKASTEV,,e
4391,1967,2,9,2/9/1967,15,24,    ,60,6.8,COLOMBIA,,"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO",,e
4394,1967,2,19,2/19/1967,22,14,35.3,80,6.8,INDONESIA,,"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK",,e
6596,1967,3,19,3/19/1967,4,1,38.5,38,7,RUSSIA,,RUSSIA:  KURIL ISLANDS,,e
7973,1967,3,27,3/27/1967,8,58,20,30,6.3,CHINA,,"CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG",,e
4396,1967,4,11,4/11/1967,5,9,12.1,33,5.5,INDONESIA,,INDONESIA:  MAKASSAR STRAIT,,e
4397,1967,4,12,4/12/1967,4,51,50.2,100,6.1,INDONESIA,,"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA",,e
4398,1967,5,1,5/1/1967,7,8,    ,55,5.9,GREECE,,GREECE,,e
4399,1967,7,13,7/13/1967,2,10,20,13,5,ALGERIA,,ALGERIA:  NEAR SIG,,e
4403,1967,7,22,7/22/1967,16,57,    ,4,7.3,TURKEY,,"TURKEY:  MUDURNU, ADAPAZARI",,e
4404,1967,7,26,7/26/1967,18,53,    ,8,6.2,TURKEY,,TURKEY:  TUNCELI,,e
4407,1967,7,29,7/29/1967,10,24,24.6,161,6.8,COLOMBIA,,COLOMBIA,,e
4410,1967,7,29,7/29/1967,23,59,58.7,10,6.5,VENEZUELA,,VENEZUELA,,e
4414,1967,8,13,8/13/1967,22,7,47.5,15,5.3,FRANCE,,"FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR",,e
4415,1967,8,13,8/13/1967,22,15,10,30,6.4,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,,e
7974,1967,8,30,8/30/1967,4,22,3,10,6.8,CHINA,,CHINA: SICHUAN PROVINCE,,e
6420,1967,9,3,9/3/1967,21,7,30.8,40,7,PERU,,PERU:  OFF COAST,,e
4416,1967,10,25,10/25/1967,0,59,22.6,65,7,TAIWAN,,TAIWAN:  HUALIEN,,e
6421,1967,11,15,11/15/1967,21,32,54,35,5.9,CHILE,,CHILE:  NORTHERN,,e
4417,1967,11,30,11/30/1967,7,23,    ,29,6.5,ALBANIA,,ALBANIA,,e
7975,1967,12,2,12/2/1967,20,5,48,25,5.7,CHINA,,CHINA:  HEBEI PROVINCE:  SHULU,,e
4421,1967,12,10,12/10/1967,22,51,23.5,15,6.6,INDIA,,INDIA,,e
7976,1967,12,18,12/18/1967,14,7,45,30,5.4,CHINA,,CHINA:  SHANXI PROVINCE,,e
6630,1967,12,21,12/21/1967,2,25,23,33,7.5,CHILE,,CHILE:  NORTHERN,,e
4423,1968,1,4,1/4/1968,10,3,,5,4.6,NICARAGUA,,NICARAGUA:  MANAGUA,,e
4425,1968,1,15,1/15/1968,2,1,8.5,33,6,ITALY,,ITALY:  SICILY,,e
8852,1968,1,25,1/25/1968,9,56,48.7,33,5.1,ITALY,,ITALY:  SICILY,,e
6422,1968,1,29,1/29/1968,10,19,7.2,40,7.3,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,,e
4427,1968,2,12,2/12/1968,5,44,    ,74,7.8,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW IRELAND,,e
4428,1968,2,19,2/19/1968,22,45,45.7,15,7.2,GREECE,,GREECE:  AEGEAN SEA:  ST EUSTRATIOS,,e
4429,1968,2,21,2/21/1968,1,45,    ,3,6.3,JAPAN,,JAPAN:  KYUSHU,,e
4430,1968,2,25,2/25/1968,,,,,4.9,ALGERIA,,ALGERIA:  EL ALEN (BABORD),,e
4431,1968,2,28,2/28/1968,,,    ,,7.6,AZORES (PORTUGAL),,AZORES,,e
8187,1968,3,20,3/20/1968,19,2,50.3,33,4.6,KENYA,,"KENYA:  HOMA BAY, USIRI, GOT KOKECH",,e
4432,1968,4,1,4/1/1968,0,42,4.2,30,7.5,JAPAN,,"JAPAN:  KYUSHU, SHIKOKU",,e
9992,1968,4,18,4/18/1968,19,38,15,7,4.6,ITALY,,ITALY:  LIGURIA,,e
4434,1968,4,29,4/29/1968,17,1,57.6,34,5.3,IRAN,,"IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI",,e
4436,1968,5,2,5/2/1968,10,2,    ,,,IRAN,,"IRAN:  SIYAH,CHESHMEH,ZAVIEH,TAKHT-E-RAVAN-E-SOFLA",,e
4438,1968,5,16,5/16/1968,0,48,55.4,7,8.2,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,,e
4439,1968,5,16,5/16/1968,10,39,1.6,33,7.5,JAPAN,,JAPAN:  OFF COAST OF HONSHU ISLAND,,e
4440,1968,5,23,5/23/1968,17,24,    ,21,7.1,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  NW COAST,,e
4441,1968,5,28,5/28/1968,13,27,18.7,65,7.7,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,,e
4442,1968,6,9,6/9/1968,,,,,5,ARMENIA,,ARMENIA:  ZANGEZUR,,e
4443,1968,6,12,6/12/1968,13,41,50.7,44,7.2,JAPAN,,JAPAN:  SANRIKU,,e
4445,1968,6,19,6/19/1968,8,14,    ,33,7,PERU,,"PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS",,e
4446,1968,6,23,6/23/1968,9,16,    ,32,5.3,IRAN,,"IRAN:  GHALEGH SEYED,KHESHT,KONAR TAKHTEH",,e
4447,1968,7,25,7/25/1968,7,23,7.8,60,7.3,KERMADEC ISLANDS (NEW ZEALAND),,"KERMADEC ISLANDS:  S OF, RAOUL",,e
4448,1968,8,1,8/1/1968,20,19,21.9,36,7.3,PHILIPPINES,,PHILIPPINES:  LUZON:  MANILA,,e
4451,1968,8,2,8/2/1968,14,6,    ,36,7.5,MEXICO,,"MEXICO:  OAXACA, GUERRERO",,e
6423,1968,8,5,8/5/1968,7,17,,10,,JAPAN,,JAPAN:  SEIKAIDO-NANKAIDO,,e
4452,1968,8,10,8/10/1968,2,7,4.3,25,7.6,INDONESIA,,"INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES",,e
4454,1968,8,14,8/14/1968,22,14,19.4,23,7.4,INDONESIA,,"INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA",,e
4456,1968,8,31,8/31/1968,10,47,37.4,13,7.3,IRAN,,IRAN:  DASHT-E-BAYAZ,,e
4458,1968,9,1,9/1/1968,5,39,    ,24,5,ARMENIA,,ARMENIA:  ZANGEZUR,,e
4459,1968,9,1,9/1/1968,7,27,,15,6.5,IRAN,,IRAN:  FERDOW,,e
4460,1968,9,3,9/3/1968,8,19,52.2,38,6.6,TURKEY,,"TURKEY:  BARTIN, AMASRA, CAKRAZ",,e
4462,1968,9,4,9/4/1968,23,24,    ,15,5.4,IRAN,,IRAN,,e
4463,1968,9,20,9/20/1968,6,,    ,107,6.2,VENEZUELA,,VENEZUELA:  CARUPANO,,e
4464,1968,9,24,9/24/1968,4,19,    ,14,5.1,TURKEY,,TURKEY,,e
4465,1968,9,25,9/25/1968,10,38,    ,114,5.7,MEXICO,,MEXICO-GUATEMALA:  S CHIAPAS,,e
4466,1968,10,7,10/7/1968,19,20,20.3,516,7.5,JAPAN,,JAPAN:  BONIN ISLANDS,,e
4468,1968,10,14,10/14/1968,2,58,    ,5,6.9,AUSTRALIA,,"AUSTRALIA:  MECKERING, NORTHAM, CUNDERDIN, YORK",,e
4469,1968,10,23,10/23/1968,21,4,    ,21,7.5,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA",,e
4470,1968,11,3,11/3/1968,4,49,    ,17,5.3,MONTENEGRO,,BALKANS NW:  MONTENEGRO,,e
4471,1969,1,3,1/3/1969,3,16,    ,11,5.6,IRAN,,IRAN:  NE KHURASAN PROVINCE,,e
4472,1969,1,5,1/5/1969,13,26,    ,47,7.5,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA ISABEL ISLAND,,e
4473,1969,1,19,1/19/1969,7,2,4.4,204,7.6,JAPAN,,JAPAN:  HOKKAIDO,,e
4474,1969,1,30,1/30/1969,10,29,40.4,70,7.5,INDONESIA,,"INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN",,e
7972,1969,2,11,2/11/1969,22,8,54,10,6.3,CHINA,,CHINA:  XINJIANG PROVINCE:  WUSHI,,e
4476,1969,2,23,2/23/1969,0,36,56.6,13,7.4,INDONESIA,,"INDONESIA:  SULAWESI:  PARASANGA, PALETOANG",,e
4477,1969,2,28,2/28/1969,2,40,32.5,22,7.8,PORTUGAL,,"PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS",,e
4479,1969,3,23,3/23/1969,21,8,    ,12,5.6,TURKEY,,"TURKEY:  DEMIRCI, GORDES, SINDIRGI",,e
4482,1969,3,28,3/28/1969,1,48,    ,9,6.5,TURKEY,,"TURKEY:  ALASEHIR, SARIGOL, KIRAZ",,e
4483,1969,3,29,3/29/1969,9,15,54,35,6.2,ETHIOPIA,,ETHIOPIA:  SARDO,,e
4486,1969,3,31,3/31/1969,7,15,54.4,33,7,EGYPT,,"EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)",,e
4487,1969,4,3,4/3/1969,22,12,    ,33,5.5,ALBANIA,,ALBANIA:  SOUTHERN,,e
6425,1969,4,21,4/21/1969,7,19,,41,,JAPAN,,JAPAN:  RYUKYU ISLANDS,,e
4488,1969,4,30,4/30/1969,20,20,    ,9,5.1,TURKEY,,"TURKEY:  DEMIRCI, WESTERN ANATOLIA, ISTANBUL",,e
4489,1969,7,18,7/18/1969,5,24,50,6,7.4,CHINA,,CHINA:  BOHAI SEA,,e
4490,1969,7,24,7/24/1969,2,59,    ,1,5.9,PERU,,"PERU:  LAMPA-JUNIN,HUAYTAPALLANA",,e
4492,1969,7,25,7/25/1969,22,49,43,5,6.4,CHINA,,CHINA:  GUANGDONG PROVINCE:  YANGJIANG COUNTY,,e
6597,1969,8,2,8/2/1969,4,30,29,17,5.4,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,,e
4493,1969,8,11,8/11/1969,13,55,,33,4.7,ITALY,,ITALY:  PERUGIA,,e
4494,1969,8,11,8/11/1969,21,26,36,30,8.2,RUSSIA,,"RUSSIA:  SHIKOTAN ISLAND, KURILSKIYE",,e
8089,1969,9,14,9/14/1969,14,46,23,,5.5,CHINA,,CHINA:  XINJIANG PROVINCE,,e
4495,1969,9,29,9/29/1969,20,3,32.8,33,6.3,SOUTH AFRICA,,SOUTH AFRICA:  CAPE PROVINCE,,e
4497,1969,10,1,10/1/1969,5,5,    ,43,6.2,PERU,,"PERU:  HUAYTAPALLANA, LAMPA, CHILIFRUTA",,e
4502,1969,10,2,10/2/1969,4,56,46.5,10,4.8,USA,CA,CALIFORNIA:  SANTA ROSA,,e
4504,1969,10,5,10/5/1969,1,22,    ,33,5.8,SOUTH AFRICA,,SOUTH AFRICA:  TULBAGH,,e
4506,1969,10,26,10/26/1969,15,36,    ,33,6,BOSNIA-HERZEGOVINA,,BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA,,e
4507,1969,10,27,10/27/1969,8,10,    ,33,6.4,BOSNIA-HERZEGOVINA,,"BALKANS NW:  BOSNIA-HERZEGOVINA:  KAKASI, JABLAN",,e
4508,1969,11,21,11/21/1969,2,5,35,20,7.7,INDONESIA,,INDONESIA:  OFF NW COAST SUMATERA,,e
4509,1969,11,22,11/22/1969,23,9,37,51,7.3,RUSSIA,,RUSSIA:  OFF KAMCHATKA,,e
4510,1969,12,17,12/17/1969,7,13,    ,27,4.2,ECUADOR,,"ECUADOR:  SASQUISILI, PUJILI, LATACUNGA",,e
4511,1969,12,25,12/25/1969,21,32,27.3,7,7.2,GUADELOUPE,,GUADELOUPE: GRAND BOURG,,e
4513,1970,1,4,1/4/1970,17,0,40.2,31,7.8,CHINA,,CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI,,e
4514,1970,1,10,1/10/1970,12,7,8.6,73,7.6,PHILIPPINES,,PHILIPPINES:  MINDANAO,,e
4515,1970,2,5,2/5/1970,22,5,58.3,11,7.1,PHILIPPINES,,"PHILIPPINES:  LUZON, ROMBLON I; TABLAS I:  ODIONGAN",,e
4519,1970,2,14,2/14/1970,11,17,16.1,35,5.4,PERU,,"PERU:  PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",,e
7654,1970,3,11,3/11/1970,22,38,34.6,29,6,USA,AK,ALASKA:  ANDREANOF ISLANDS,,e
4520,1970,3,14,3/14/1970,1,51,44.4,23,4.8,IRAN,,"IRAN:  BADALAN,QERIS,BATCHI,DIZEH,PESAK,HESAR",,e
4522,1970,3,23,3/23/1970,1,52,59.3,3,5.4,INDIA,,INDIA:  BROACH,,e
4523,1970,3,28,3/28/1970,21,2,23.4,20,7.4,TURKEY,,TURKEY:  GEDIZ,,e
4526,1970,4,7,4/7/1970,5,34,5.6,40,7.3,PHILIPPINES,,PHILIPPINES:  LUZON,,e
4528,1970,4,23,4/23/1970,9,1,    ,18,5.7,TURKEY,,"TURKEY:  DEMIRCI, MANISA",,e
7504,1970,5,14,5/14/1970,9,20,,17,5.7,RUSSIA,,RUSSIA:  DAGESTAN,,e
4530,1970,5,14,5/14/1970,18,12,,44,6.5,RUSSIA,,RUSSIA:  DAGESTAN,,e
4531,1970,5,31,5/31/1970,20,23,27.3,43,7.9,PERU,,"PERU: NORTHERN, PISCO, CHICLAYO",,e
4537,1970,6,5,6/5/1970,4,53,6.4,20,6.6,KAZAKHSTAN,,KAZAKHSTAN:  ALMA-ATA,,e
4538,1970,6,11,6/11/1970,16,46,38.3,33,7.6,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,,e
6427,1970,6,14,6/14/1970,,,,10,6,CHILE,,CHILE:  SOUTHERN,,e
6428,1970,6,19,6/19/1970,10,56,13.5,44,6.4,CHILE,,CHILE:  NORTHERN,,e
4539,1970,6,24,6/24/1970,13,9,8.3,12,7.5,CANADA,,"CANADA:  QUEEN CHARLOTTE ISLANDS, BRITISH COLOMBIA",,e
4549,1970,7,2,7/2/1970,2,24,35.7,27,4.9,TURKEY,,TURKEY:  SIVAS,,e
6430,1970,7,25,7/25/1970,22,41,10.7,34,7,JAPAN,,"SEIKAIDO, JAPAN",,e
4543,1970,7,30,7/30/1970,0,52,19.5,16,6.7,IRAN,,"IRAN:  KARNAVEH, MAREV",,e
4544,1970,7,31,7/31/1970,17,8,5.4,651,7.1,PERU,,PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY,,e
9962,1970,8,11,8/11/1970,10,22,23.8,39,7.5,SOLOMON ISLANDS,,SOLOMON ISLANDS,,e
4548,1970,9,7,9/7/1970,20,58,,5,5.5,CROATIA,,BALKANS NW:  CROATIA:  KNIN,,e
4546,1970,9,26,9/26/1970,12,2,29.3,8,6.6,COLOMBIA,,COLOMBIA:  BAHIA SOLANO,,e
6328,1970,9,28,9/28/1970,19,1,,,5.1,NEW ZEALAND,,NEW ZEALAND,,e
4547,1970,9,30,9/30/1970,9,52,22.7,33,5.3,PHILIPPINES,,"PHILIPPINES:  BATAN ISLANDS:  BASCO, SABTANG",,e
4550,1970,10,31,10/31/1970,17,53,7.1,8,7.3,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  MADANG,,e
6432,1970,11,28,11/28/1970,11,8,40,33,6,CHILE,,CHILE:  NORTHERN,,e
6555,1970,12,4,12/4/1970,1,59,25,7,5.1,RUSSIA,,RUSSIA:  BLACK SEA,,e
4551,1970,12,10,12/10/1970,4,34,38.8,25,7.6,PERU,,PERU:  N;  ECUADOR:  S,,e
4554,1971,1,10,1/10/1971,7,17,3.7,34,8.1,INDONESIA,,"INDONESIA:  NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI",,e
4555,1971,2,4,2/4/1971,15,33,28.6,40,7.1,INDONESIA,,"INDONESIA:  NATAL, SIBOLGA, TARUTUNG, PASAMAN",,e
4556,1971,2,6,2/6/1971,18,9,9.1,33,4.6,ITALY,,ITALY:  TUSCANIA,,e
4558,1971,2,9,2/9/1971,14,0,41.8,8,6.5,USA,CA,CALIFORNIA:  SAN FERNANDO,,e
4559,1971,2,14,2/14/1971,16,27,36.1,39,5.3,IRAN,,"IRAN:  JAILAN,BOKRAN,HOSSEINABAD,SHARIFABAD",,e
4560,1971,4,6,4/6/1971,6,49,52.9,10,5.1,IRAN,,"IRAN:  DASHT-E-ARJAN,KHAN-E-ZENYAN,SHIRAZ",,e
4561,1971,4,12,4/12/1971,19,3,25.9,44,5.9,IRAN,,"IRAN:  TAZARJ,BARGHANY,MADANUIYEH,BARAFTAB,DARAGAH",,e
6433,1971,5,2,5/2/1971,6,8,27.3,43,7.1,USA,AK,ALASKA:  ANDREANOF ISLANDS,,e
4562,1971,5,12,5/12/1971,6,25,13,23,5.9,TURKEY,,TURKEY:  BURDUR,,e
6800,1971,5,22,5/22/1971,16,43,58.7,3,6.7,TURKEY,,TURKEY:  BINGOL,,e
